uid, name, address, discord_handle, option, weight, time
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,Yes,1,2022-10-28 13:51:10
7160,kcpuppucino,0x9672c0e1639f159334ca1288d4a24deb02117291,,Yes,1,2022-10-28 13:52:47
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,,Yes,1,2022-10-28 13:53:12
8906,DarkS,0x6cd5f918c5125f4e421c354e8b27d3bc9ff567f5,Yohji#1575,Yes,1,2022-10-28 13:53:13
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,Yes,1,2022-10-28 13:53:55
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,,Yes,1,2022-10-28 13:54:38
26646,Adazz,0x490ee9a3dfe5fa4c65a4a65b3fe178a3c12398a6,,No,1,2022-10-28 13:54:43
30980,troublledyouth,0x20669775d663d9a461ef2b2efca8fe43954f4b13,,Yes,1,2022-10-28 13:59:04
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,Yes,1,2022-10-28 14:00:30
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,Yes,1,2022-10-28 14:00:35
26620,CyberCaf,0xab206fb4b72009c5c7e78c2a91b0b8e63fb73e34,,Yes,1,2022-10-28 14:01:00
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,Yes,1,2022-10-28 14:01:34
7313,tovarishch.eth,0x597f0fdbb96485cd258777248052ff0e4781fe4c,舟舟 tovarishch.eth#1910,Yes,1,2022-10-28 14:02:50
26640,zik,0x9d42a19e504f5f87f8b4edf7f9abf510a3026fab,zik#9003,Yes,1,2022-10-28 14:03:00
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,,Yes,1,2022-10-28 14:04:08
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,,Yes,1,2022-10-28 14:04:56
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,,Yes,1,2022-10-28 14:05:21
27191,owenzhang,0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,,Yes,1,2022-10-28 14:07:12
12410,RickyWang,0x7ea1eaa27b313d04d359bf3e654fe927376e31bb,,Yes,1,2022-10-28 14:07:46
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,,Yes,1,2022-10-28 14:08:00
28349,Queeny,0x7a6ff8906f68c0ceafdd61c2e5d39834cf0b39f1,,Yes,1,2022-10-28 14:09:21
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,,Yes,1,2022-10-28 14:10:13
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,,Yes,1,2022-10-28 14:11:16
27236,kyle37,0x043aee850680c4fb982761b585929834c26cc32c,,Yes,1,2022-10-28 14:23:22
26643,Manman,0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,,Yes,1,2022-10-28 14:26:25
7390,Zephyr,0x615b95fefd5307964de2e38d544bb835c5b79717,,Yes,1,2022-10-28 14:28:39
27935,HenryL,0x10ea167893cb51500ec829222e3d17a968feb650,HenryL#5853,Yes,1,2022-10-28 14:56:13
