uid, name, address, discord_handle, option, weight, time
7191,robin,0x27aa5a880b512beaf40d1b2e0f256b09f5711444,Victor.D.F#2920,签到票,1,2023-02-24 13:51:14
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,shawn#7046,签到票,1,2023-02-24 14:17:43
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,Simba#2118,1,2023-02-24 14:25:53
29609,pm3,0x52ff0010d4058bb726725ad76f542c53033d67a1,ChrisZ#5970,zZ71251#2813,1,2023-02-24 14:28:17
27191,owenzhang,0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,Owen zhang#5158,Simba#2118,1,2023-02-24 14:33:42
27395,Co1dRainNight,0x800819b08c66a1ecbea09e4b64c7e3412c104df5,ColdRainNight#6347,Simba#2118,1,2023-02-24 14:36:04
12410,RickyWang,0x7ea1eaa27b313d04d359bf3e654fe927376e31bb,fatfingererr#0697,Simba#2118,1,2023-02-24 14:42:14
26643,Manman,0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,Manman#6648,Simba#2118,1,2023-02-24 14:47:45
7654,dutypb.lookme,0x5ecc0ea06cc6ccdcf52aa0d1139c2813bb6ebef4,,Simba#2118,1,2023-02-24 14:49:21
28387,Fivea,0xc92a88e2d17887646a40ddb0ddbbbe5c2a72512c,Fivea#9602,Simba#2118,1,2023-02-24 14:58:41
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,定慧 Thomas#3288,Simba#2118,1,2023-02-24 15:09:43
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,Simba#2118,1,2023-02-24 15:16:37
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,Hoodrh#6562,zZ71251#2813,1,2023-02-24 15:21:46
26408,lee.W,0xe02533f1b8bc4befd8561df63721a96936f978f9,lee0428#9835,Simba#2118,1,2023-02-24 15:21:47
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,Cheng#6436,签到票,1,2023-02-24 15:22:20
28605,VincentZZH,0x608a9358354a93581e686ac7ffde9d5fadbcb7e0,VincentZZH#3925,Simba#2118,1,2023-02-24 15:22:41
33081,PhilHuang,0xd8652a853f4ac24c797faa02e4633bd69ac9394d,Phil.Huang#9473,签到票,1,2023-02-24 15:30:33
30355,HotWolf,0xf3bf6bdfea27464840d53b07c33ea21c951d3746,HotWolf#3778,Simba#2118,1,2023-02-24 15:37:45
30087,lizi,0xb8aee482305b7b219704350786fce47847cec996,栗子#8207,Simba#2118,1,2023-02-24 15:51:04
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,签到票,1,2023-02-24 16:04:46
34502,yii,0xc25f64d5a2ad90eb463388df6b5bafc468ba658e,haojuju#0060,Simba#2118,1,2023-02-24 16:05:18
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,Simba#2118,1,2023-02-24 16:05:29
7313,tovarishch.eth,0x597f0fdbb96485cd258777248052ff0e4781fe4c,舟舟 tovarishch.eth#1910,Simba#2118,1,2023-02-24 17:35:45
7390,Zephyr,0x615b95fefd5307964de2e38d544bb835c5b79717,,Simba#2118,1,2023-02-24 20:28:12
30348,Hal,0xdafe3083bd4865ade8fea183c0e058a585bab68b,,zZ71251#2813,1,2023-02-24 22:13:24
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,Yumingyuan#6586,zZ71251#2813,1,2023-02-24 23:01:02
34378,Lasperado,0x2bd9ba12f21bcfb80a8a4a632bfa407a6a23326b,lasperado#5429,签到票,1,2023-02-25 01:14:54
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,签到票,1,2023-02-25 01:20:24
30970,Jomosis,0x42b0765b70af2b6910f6281b3dc0c34a9cdbb65c,jomosis1997#0154,Simba#2118,1,2023-02-25 02:07:32
34133,wa1t0n,0x6bd68d667eccea663b2a2bee1311f7ad6c817602,wa1t0n#2571,签到票,1,2023-02-25 02:19:17
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,PatrickPDX#8802,Simba#2118,1,2023-02-25 02:50:39
12660,ScaSte,0x172697d24da16f36caf2fadc3e78b5a538fc858e,ScaSte#5829,Simba#2118,1,2023-02-25 02:54:27
30980,troublledyouth,0x20669775d663d9a461ef2b2efca8fe43954f4b13,,签到票,1,2023-02-25 03:54:51
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,sirs#8914,Simba#2118,1,2023-02-25 04:05:22
26637,joannYu,0x31e292ba33e01c3a9d3467890e2e5c99e1d6562b,,Simba#2118,1,2023-02-25 04:10:18
28349,Queeny,0x7a6ff8906f68c0ceafdd61c2e5d39834cf0b39f1,Queeny#4247,Simba#2118,1,2023-02-25 05:35:04
34638,SueTang,0x5e66f491a1caed9291b59a6297f1a9dd71294e05,SueT#6252,zZ71251#2813,1,2023-02-25 08:08:05
27186,wonder,0xcea9f52fb205846b0c2956ab347e078b564277f0,wonder#4252,Simba#2118,1,2023-02-25 08:39:37
31713,SuanNai,0xb8abe31a6caf1217d632190559b2c1fd909178ec,SuanNai#5420,Simba#2118,1,2023-02-25 11:05:10
32801,Demian70,0x65d5b68a7878a987e7a19826a7f9aa6f5f92e10f,Demian#2778,签到票,1,2023-02-25 11:22:48
26620,CyberCaf,0xab206fb4b72009c5c7e78c2a91b0b8e63fb73e34,Coffee#7382,Simba#2118,1,2023-02-25 12:03:55
34660,GGGrace,0x4d6654beec5942aee8e3102528a58fb34a0f1b19,,签到票,1,2023-02-25 12:13:46
27935,HenryL,0x10ea167893cb51500ec829222e3d17a968feb650,HenryL#5853,Simba#2118,1,2023-02-25 12:29:21
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,ravenc#7174,Simba#2118,1,2023-02-25 12:34:51
34661,GuoCheng,0xfad3e3a0c1b4a77f651f765b93669e7403fb0eb9,,Simba#2118,1,2023-02-25 12:40:04
8906,DarkS,0x6cd5f918c5125f4e421c354e8b27d3bc9ff567f5,Yohji#1575,签到票,1,2023-02-25 12:41:46
7160,kcpuppucino,0x9672c0e1639f159334ca1288d4a24deb02117291,kc c#1593,zZ71251#2813,1,2023-02-25 12:43:41
27236,kyle37,0x043aee850680c4fb982761b585929834c26cc32c,kyle37#1237,Simba#2118,1,2023-02-25 12:48:54
