uid, name, address, discord_handle, option, weight, time
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,shawn#7046,Yes,1,2023-02-24 13:28:31
7191,robin,0x27aa5a880b512beaf40d1b2e0f256b09f5711444,Victor.D.F#2920,Yes,1,2023-02-24 13:57:08
27191,owenzhang,0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,Owen zhang#5158,Yes,1,2023-02-24 14:19:36
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,Yes,1,2023-02-24 14:23:37
29609,pm3,0x52ff0010d4058bb726725ad76f542c53033d67a1,ChrisZ#5970,Yes,1,2023-02-24 14:29:18
12410,RickyWang,0x7ea1eaa27b313d04d359bf3e654fe927376e31bb,fatfingererr#0697,Yes,1,2023-02-24 14:41:39
7654,dutypb.lookme,0x5ecc0ea06cc6ccdcf52aa0d1139c2813bb6ebef4,,Yes,1,2023-02-24 14:50:27
26643,Manman,0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,Manman#6648,Yes,1,2023-02-24 14:51:49
28387,Fivea,0xc92a88e2d17887646a40ddb0ddbbbe5c2a72512c,Fivea#9602,Yes,1,2023-02-24 14:58:22
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,定慧 Thomas#3288,Yes,1,2023-02-24 14:58:55
27395,Co1dRainNight,0x800819b08c66a1ecbea09e4b64c7e3412c104df5,ColdRainNight#6347,Yes,1,2023-02-24 15:01:46
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,ravenc#7174,Yes,1,2023-02-24 15:03:59
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,Yes,1,2023-02-24 15:04:19
28605,VincentZZH,0x608a9358354a93581e686ac7ffde9d5fadbcb7e0,VincentZZH#3925,Yes,1,2023-02-24 15:18:32
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,Hoodrh#6562,Yes,1,2023-02-24 15:22:40
26408,lee.W,0xe02533f1b8bc4befd8561df63721a96936f978f9,lee0428#9835,Yes,1,2023-02-24 15:22:53
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,Cheng#6436,Yes,1,2023-02-24 15:25:08
33081,PhilHuang,0xd8652a853f4ac24c797faa02e4633bd69ac9394d,Phil.Huang#9473,Yes,1,2023-02-24 15:27:14
34638,SueTang,0x5e66f491a1caed9291b59a6297f1a9dd71294e05,SueT#6252,Yes,1,2023-02-24 15:27:31
30355,HotWolf,0xf3bf6bdfea27464840d53b07c33ea21c951d3746,HotWolf#3778,Yes,1,2023-02-24 15:38:41
30087,lizi,0xb8aee482305b7b219704350786fce47847cec996,栗子#8207,Yes,1,2023-02-24 15:42:29
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,sirs#8914,Yes,1,2023-02-24 15:51:53
34502,yii,0xc25f64d5a2ad90eb463388df6b5bafc468ba658e,haojuju#0060,Yes,1,2023-02-24 16:03:35
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,Yes,1,2023-02-24 16:07:14
7313,tovarishch.eth,0x597f0fdbb96485cd258777248052ff0e4781fe4c,舟舟 tovarishch.eth#1910,Yes,1,2023-02-24 17:26:44
7390,Zephyr,0x615b95fefd5307964de2e38d544bb835c5b79717,,Yes,1,2023-02-24 20:21:47
30348,Hal,0xdafe3083bd4865ade8fea183c0e058a585bab68b,,Yes,1,2023-02-24 22:03:24
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,Yumingyuan#6586,Yes,1,2023-02-24 23:01:40
34378,Lasperado,0x2bd9ba12f21bcfb80a8a4a632bfa407a6a23326b,lasperado#5429,Yes,1,2023-02-25 01:16:26
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,Yes,1,2023-02-25 01:23:32
30970,Jomosis,0x42b0765b70af2b6910f6281b3dc0c34a9cdbb65c,jomosis1997#0154,Yes,1,2023-02-25 02:08:45
34133,wa1t0n,0x6bd68d667eccea663b2a2bee1311f7ad6c817602,wa1t0n#2571,Yes,1,2023-02-25 02:09:21
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,PatrickPDX#8802,Yes,1,2023-02-25 02:51:32
